country_iso2,report_year,sector_code,sector_name,sector_waste_tonnes,pct_of_country_total,sector_rank
PL,2010,C,Manufacturing,815784,42.6,3
PL,2010,E,"Water supply, sewerage, waste management",603873,31.5,4
PL,2010,B,Mining and quarrying,5564,0.3,5
PL,2010,D,"Electricity, gas, steam and air conditioning supply",51669,2.7,6
PL,2010,A,"Agriculture, forestry and fishing",3209,0.2,7
PL,2010,G-U_X_G4677,Services (except wholesale of waste and scrap),320218,16.7,8
PL,2010,G4677,Wholesale of waste and scrap,26913,1.4,9
PL,2010,EP_HH,Households,9072,0.5,1
PL,2010,D,"Electricity, gas, steam and air conditioning supply",76701,4.6,2
PL,2010,C,Manufacturing,718555,42.7,3
PL,2010,B,Mining and quarrying,6821,0.4,4
PL,2010,E,"Water supply, sewerage, waste management",437470,26,5
PL,2010,G-U_X_G4677,Services (except wholesale of waste and scrap),263966,15.7,6
PL,2010,F,Construction,142580,8.5,7
PL,2010,G4677,Wholesale of waste and scrap,13086,0.8,8
PL,2010,A,"Agriculture, forestry and fishing",12786,0.8,9
PL,2010,G4677,Wholesale of waste and scrap,9575,0.6,1
PL,2010,C,Manufacturing,888178,51.1,2
PL,2010,D,"Electricity, gas, steam and air conditioning supply",76247,4.4,3
PL,2010,B,Mining and quarrying,5830,0.3,4
PL,2010,A,"Agriculture, forestry and fishing",4129,0.2,5
PL,2010,E,"Water supply, sewerage, waste management",394498,22.7,6
PL,2010,G-U_X_G4677,Services (except wholesale of waste and scrap),203737,11.7,7
PL,2010,EP_HH,Households,20320,1.2,8
PL,2010,F,Construction,134510,7.7,9
PL,2010,B,Mining and quarrying,8596,0.6,1
PL,2010,G4677,Wholesale of waste and scrap,7153,0.5,2
PL,2010,C,Manufacturing,691672,46.4,3
PL,2010,F,Construction,66466,4.5,4
PL,2010,A,"Agriculture, forestry and fishing",5400,0.4,5
PL,2010,E,"Water supply, sewerage, waste management",401401,26.9,6
PL,2010,G-U_X_G4677,Services (except wholesale of waste and scrap),285598,19.1,7
PL,2010,D,"Electricity, gas, steam and air conditioning supply",14117,0.9,8
PL,2010,EP_HH,Households,11442,0.8,9
PL,2010,G4677,Wholesale of waste and scrap,8288,0.7,1
PL,2010,C,Manufacturing,703826,61,2
PL,2010,F,Construction,66136,5.7,3
PL,2010,B,Mining and quarrying,5129,0.4,4
PL,2010,G-U_X_G4677,Services (except wholesale of waste and scrap),339901,29.5,5
PL,2010,A,"Agriculture, forestry and fishing",3072,0.3,6
PL,2010,D,"Electricity, gas, steam and air conditioning supply",15065,1.3,7
PL,2010,EP_HH,Households,12210,1.1,8
PL,2010,EP_HH,Households,472,0,1
PL,2010,F,Construction,37786,1.7,2
PL,2010,G4677,Wholesale of waste and scrap,3320,0.2,3
PL,2010,A,"Agriculture, forestry and fishing",19317,0.9,4
PL,2010,G-U_X_G4677,Services (except wholesale of waste and scrap),191482,8.8,5
PL,2010,D,"Electricity, gas, steam and air conditioning supply",184645,8.5,6
PL,2010,C,Manufacturing,1739450,79.9,7
PL,2010,B,Mining and quarrying,1653,0.1,8
PL,2010,F,Construction,9834,0.6,1
PL,2010,D,"Electricity, gas, steam and air conditioning supply",73568,4.8,2
PL,2010,B,Mining and quarrying,4399,0.3,3
PL,2010,EP_HH,Households,42,0,4
PL,2010,G-U_X_G4677,Services (except wholesale of waste and scrap),238077,15.6,5
PL,2010,G4677,Wholesale of waste and scrap,2091,0.1,6
PL,2008,A,"Agriculture, forestry and fishing",19317,1.3,7
PL,2008,C,Manufacturing,1176714,77.2,8
RO,2008,G4677,Wholesale of waste and scrap,85,0,1
RO,2008,C,Manufacturing,253230,23.2,2
RO,2008,B,Mining and quarrying,244560,22.4,3
RO,2008,F,Construction,241023,22.1,4
RO,2008,D,"Electricity, gas, steam and air conditioning supply",1852,0.2,5
RO,2008,G-U_X_G4677,Services (except wholesale of waste and scrap),183775,16.8,6
RO,2008,E,"Water supply, sewerage, waste management",17315,1.6,7
RO,2008,EP_HH,Households,138296,12.7,8
RO,2008,A,"Agriculture, forestry and fishing",10530,1,9
RO,2008,D,"Electricity, gas, steam and air conditioning supply",994,0.1,1
RO,2008,E,"Water supply, sewerage, waste management",9869,1.3,2
RO,2008,A,"Agriculture, forestry and fishing",7548,1,3
RO,2008,G4677,Wholesale of waste and scrap,59,0,4
RO,2008,EP_HH,Households,52746,6.8,5
RO,2008,C,Manufacturing,199438,25.7,6
RO,2008,G-U_X_G4677,Services (except wholesale of waste and scrap),184836,23.9,7
RO,2008,F,Construction,162638,21,8
RO,2008,B,Mining and quarrying,156483,20.2,9
RO,2008,G-U_X_G4677,Services (except wholesale of waste and scrap),95254,12.9,1
RO,2008,F,Construction,81080,11,2
RO,2008,EP_HH,Households,55855,7.6,3
RO,2008,B,Mining and quarrying,244907,33.2,4
RO,2008,G4677,Wholesale of waste and scrap,239,0,5
RO,2008,C,Manufacturing,234603,31.8,6
RO,2008,D,"Electricity, gas, steam and air conditioning supply",1952,0.3,7
RO,2008,A,"Agriculture, forestry and fishing",11541,1.6,8
RO,2008,E,"Water supply, sewerage, waste management",11419,1.5,9
RO,2008,G-U_X_G4677,Services (except wholesale of waste and scrap),85536,13.7,1
RO,2008,G4677,Wholesale of waste and scrap,619,0.1,2
RO,2008,EP_HH,Households,41591,6.7,3
RO,2008,B,Mining and quarrying,241985,38.7,4
RO,2008,C,Manufacturing,228130,36.5,5
RO,2008,F,Construction,206,0,6
RO,2008,E,"Water supply, sewerage, waste management",14080,2.3,7
RO,2008,A,"Agriculture, forestry and fishing",11773,1.9,8
RO,2008,D,"Electricity, gas, steam and air conditioning supply",1059,0.2,9
RO,2008,A,"Agriculture, forestry and fishing",7549,1.3,1
RO,2008,G4677,Wholesale of waste and scrap,42,0,2
RO,2008,EP_HH,Households,29853,5.1,3
RO,2008,E,"Water supply, sewerage, waste management",29293,5,4
RO,2008,F,Construction,262,0,5
RO,2008,B,Mining and quarrying,206832,35,6
RO,2008,C,Manufacturing,181444,30.7,7
RO,2008,D,"Electricity, gas, steam and air conditioning supply",1374,0.2,8
RO,2008,G-U_X_G4677,Services (except wholesale of waste and scrap),133650,22.6,9
RO,2008,D,"Electricity, gas, steam and air conditioning supply",958,0.1,1
RO,2008,E,"Water supply, sewerage, waste management",84553,12.3,2
RO,2008,G4677,Wholesale of waste and scrap,52,0,3
RO,2008,F,Construction,3380,0.5,4
RO,2008,A,"Agriculture, forestry and fishing",3354,0.5,5
RO,2008,C,Manufacturing,288309,41.8,6
RO,2008,EP_HH,Households,20781,3,7
RO,2008,B,Mining and quarrying,147299,21.4,8
RO,2008,G-U_X_G4677,Services (except wholesale of waste and scrap),140565,20.4,9
RO,2008,F,Construction,909,0.1,1
RO,2008,D,"Electricity, gas, steam and air conditioning supply",792,0.1,2
RO,2008,A,"Agriculture, forestry and fishing",6923,1,3
RO,2008,C,Manufacturing,307197,44.2,4
RO,2008,EP_HH,Households,23353,3.4,5
RO,2008,G-U_X_G4677,Services (except wholesale of waste and scrap),228094,32.8,6
RO,2008,E,"Water supply, sewerage, waste management",18591,2.7,7
RO,2008,G4677,Wholesale of waste and scrap,134,0,8
RO,2008,B,Mining and quarrying,109696,15.8,9
RO,2008,G-U_X_G4677,Services (except wholesale of waste and scrap),72749,14,1
RO,2008,G4677,Wholesale of waste and scrap,6563,1.3,2
RO,2008,C,Manufacturing,385374,74,3
RO,2008,A,"Agriculture, forestry and fishing",3274,0.6,4
RO,2008,B,Mining and quarrying,31117,6,5
RO,2008,D,"Electricity, gas, steam and air conditioning supply",2193,0.4,6
RO,2008,EP_HH,Households,17984,3.5,7
RO,2008,F,Construction,1485,0.3,8
RO,2008,A,"Agriculture, forestry and fishing",8742,0.8,1
RO,2008,G4677,Wholesale of waste and scrap,73,0,2
RO,2008,C,Manufacturing,500826,48.1,3
RO,2008,B,Mining and quarrying,496302,47.7,4
RO,2008,G-U_X_G4677,Services (except wholesale of waste and scrap),33332,3.2,5
RO,2008,EP_HH,Households,261,0,6
RO,2008,F,Construction,225,0,7
RO,2008,D,"Electricity, gas, steam and air conditioning supply",1417,0.1,8
RO,2008,A,"Agriculture, forestry and fishing",8742,0.4,1
RO,2008,D,"Electricity, gas, steam and air conditioning supply",4304,0.2,2
RO,2008,G4677,Wholesale of waste and scrap,3,0,3
RO,2008,G-U_X_G4677,Services (except wholesale of waste and scrap),17553,0.8,4
RO,2008,B,Mining and quarrying,1215127,53,5
RO,2008,C,Manufacturing,1046183,45.6,6
RO,2008,F,Construction,100,0,7
RO,2006,EP_HH,Households,0,0,8
SI,2006,C,Manufacturing,69039,51.5,1
SI,2006,EP_HH,Households,4393,3.3,2
SI,2006,G-U_X_G4677,Services (except wholesale of waste and scrap),42005,31.3,3
SI,2006,B,Mining and quarrying,305,0.2,4
SI,2006,A,"Agriculture, forestry and fishing",26,0,5
SI,2006,F,Construction,2183,1.6,6
SI,2006,D,"Electricity, gas, steam and air conditioning supply",1729,1.3,7
SI,2006,G4677,Wholesale of waste and scrap,151,0.1,8
SI,2006,E,"Water supply, sewerage, waste management",14159,10.6,9
SI,2006,C,Manufacturing,80907,61,1
SI,2006,B,Mining and quarrying,74,0.1,2
SI,2006,A,"Agriculture, forestry and fishing",59,0,3
SI,2006,EP_HH,Households,4899,3.7,4
SI,2006,F,Construction,3561,2.7,5
SI,2006,G-U_X_G4677,Services (except wholesale of waste and scrap),26321,19.9,6
SI,2006,G4677,Wholesale of waste and scrap,23,0,7
SI,2006,D,"Electricity, gas, steam and air conditioning supply",2152,1.6,8
SI,2006,E,"Water supply, sewerage, waste management",14594,11,9
SI,2006,EP_HH,Households,9953,7.7,1
SI,2006,A,"Agriculture, forestry and fishing",95,0.1,2
SI,2006,G4677,Wholesale of waste and scrap,844,0.7,3
SI,2006,C,Manufacturing,75179,58.3,4
SI,2006,D,"Electricity, gas, steam and air conditioning supply",4780,3.7,5
SI,2006,F,Construction,2178,1.7,6
SI,2006,G-U_X_G4677,Services (except wholesale of waste and scrap),21353,16.6,7
SI,2006,E,"Water supply, sewerage, waste management",14493,11.2,8
SI,2006,B,Mining and quarrying,101,0.1,9
SI,2006,EP_HH,Households,8049,6.5,1
SI,2006,C,Manufacturing,78034,63.1,2
SI,2006,G4677,Wholesale of waste and scrap,72,0.1,3
SI,2006,E,"Water supply, sewerage, waste management",7069,5.7,4
SI,2006,A,"Agriculture, forestry and fishing",48,0,5
SI,2006,G-U_X_G4677,Services (except wholesale of waste and scrap),26667,21.6,6
SI,2006,D,"Electricity, gas, steam and air conditioning supply",2108,1.7,7
SI,2006,B,Mining and quarrying,145,0.1,8
SI,2006,F,Construction,1425,1.2,9
SI,2006,C,Manufacturing,74701,48.1,1
SI,2006,B,Mining and quarrying,54,0,2
SI,2006,E,"Water supply, sewerage, waste management",33929,21.9,3
SI,2006,G-U_X_G4677,Services (except wholesale of waste and scrap),30721,19.8,4
SI,2006,A,"Agriculture, forestry and fishing",26,0,5
SI,2006,F,Construction,2365,1.5,6
SI,2006,D,"Electricity, gas, steam and air conditioning supply",1422,0.9,7
SI,2006,EP_HH,Households,12011,7.7,8
SI,2006,G4677,Wholesale of waste and scrap,0,0,9
SI,2006,G4677,Wholesale of waste and scrap,71,0.1,1
SI,2006,C,Manufacturing,67809,50.9,2
SI,2006,F,Construction,4200,3.1,3
SI,2006,B,Mining and quarrying,38,0,4
SI,2006,E,"Water supply, sewerage, waste management",29113,21.8,5
SI,2006,A,"Agriculture, forestry and fishing",272,0.2,6
SI,2006,D,"Electricity, gas, steam and air conditioning supply",1654,1.2,7
SI,2006,EP_HH,Households,16003,12,8
SI,2006,G-U_X_G4677,Services (except wholesale of waste and scrap),14174,10.6,9
SI,2006,A,"Agriculture, forestry and fishing",91,0.1,1
SI,2006,B,Mining and quarrying,82,0.1,2
SI,2006,C,Manufacturing,71694,61.2,3
SI,2006,F,Construction,4408,3.8,4
SI,2006,E,"Water supply, sewerage, waste management",4335,3.7,5
SI,2006,D,"Electricity, gas, steam and air conditioning supply",3998,3.4,6
SI,2006,G-U_X_G4677,Services (except wholesale of waste and scrap),17590,15,7
SI,2006,EP_HH,Households,14982,12.8,8
SI,2006,G4677,Wholesale of waste and scrap,0,0,9
SI,2006,F,Construction,9988,7,1
SI,2006,C,Manufacturing,77285,53.8,2
SI,2006,D,"Electricity, gas, steam and air conditioning supply",688,0.5,3
SI,2006,EP_HH,Households,5819,4.1,4
SI,2006,G-U_X_G4677,Services (except wholesale of waste and scrap),49469,34.5,5
SI,2006,B,Mining and quarrying,186,0.1,6
SI,2006,A,"Agriculture, forestry and fishing",110,0.1,7
SI,2006,G4677,Wholesale of waste and scrap,0,0,8
SI,2006,G4677,Wholesale of waste and scrap,97,0.1,1
SI,2006,F,Construction,9158,8.1,2
SI,2006,D,"Electricity, gas, steam and air conditioning supply",772,0.7,3
SI,2006,C,Manufacturing,72160,63.5,4
SI,2006,B,Mining and quarrying,63,0.1,5
SI,2006,A,"Agriculture, forestry and fishing",411,0.4,6
SI,2006,EP_HH,Households,18473,16.3,7
SI,2006,G-U_X_G4677,Services (except wholesale of waste and scrap),12423,10.9,8
SI,2006,D,"Electricity, gas, steam and air conditioning supply",739,0.7,1
SI,2006,C,Manufacturing,65459,61,2
SI,2006,B,Mining and quarrying,32,0,3
SI,2006,A,"Agriculture, forestry and fishing",280,0.3,4
SI,2006,F,Construction,26789,25,5
SI,2006,G4677,Wholesale of waste and scrap,2,0,6
SI,2006,EP_HH,Households,1428,1.3,7
SI,2006,G-U_X_G4677,Services (except wholesale of waste and scrap),12563,11.7,8
SK,2004,E,"Water supply, sewerage, waste management",59809,12.2,1
SK,2004,B,Mining and quarrying,472,0.1,2
SK,2004,F,Construction,4390,0.9,3
SK,2004,D,"Electricity, gas, steam and air conditioning supply",3853,0.8,4
SK,2004,C,Manufacturing,234205,47.6,5
SK,2004,G4677,Wholesale of waste and scrap,22379,4.5,6
SK,2004,A,"Agriculture, forestry and fishing",14327,2.9,7
SK,2004,EP_HH,Households,14297,2.9,8
SK,2004,G-U_X_G4677,Services (except wholesale of waste and scrap),138385,28.1,9
SK,2004,E,"Water supply, sewerage, waste management",94409,21.7,1
SK,2004,D,"Electricity, gas, steam and air conditioning supply",6731,1.5,2
SK,2004,B,Mining and quarrying,381,0.1,3
SK,2004,A,"Agriculture, forestry and fishing",3541,0.8,4
SK,2004,F,Construction,3451,0.8,5
SK,2004,G4677,Wholesale of waste and scrap,2424,0.6,6
SK,2004,C,Manufacturing,195838,44.9,7
SK,2004,EP_HH,Households,17509,4,8
SK,2004,G-U_X_G4677,Services (except wholesale of waste and scrap),111586,25.6,9
SK,2004,E,"Water supply, sewerage, waste management",87616,19.5,1
SK,2004,B,Mining and quarrying,840,0.2,2
SK,2004,A,"Agriculture, forestry and fishing",5570,1.2,3
SK,2004,G4677,Wholesale of waste and scrap,50601,11.2,4
SK,2004,G-U_X_G4677,Services (except wholesale of waste and scrap),48069,10.7,5
SK,2004,F,Construction,2840,0.6,6
SK,2004,C,Manufacturing,238137,52.9,7
SK,2004,D,"Electricity, gas, steam and air conditioning supply",1847,0.4,8
SK,2004,EP_HH,Households,14601,3.2,9
SK,2004,D,"Electricity, gas, steam and air conditioning supply",9083,1.8,1
SK,2004,F,Construction,76025,15.3,2
SK,2004,EP_HH,Households,7163,1.4,3
SK,2004,E,"Water supply, sewerage, waste management",58689,11.8,4
SK,2004,A,"Agriculture, forestry and fishing",4449,0.9,5
SK,2004,B,Mining and quarrying,415,0.1,6
SK,2004,G4677,Wholesale of waste and scrap,413,0.1,7
SK,2004,C,Manufacturing,236703,47.7,8
SK,2004,G-U_X_G4677,Services (except wholesale of waste and scrap),103186,20.8,9
SK,2004,G4677,Wholesale of waste and scrap,872,0.2,1
SK,2004,F,Construction,6809,1.8,2
SK,2004,B,Mining and quarrying,608,0.2,3
SK,2004,EP_HH,Households,5574,1.5,4
SK,2004,A,"Agriculture, forestry and fishing",4674,1.3,5
SK,2004,D,"Electricity, gas, steam and air conditioning supply",4214,1.1,6
SK,2004,G-U_X_G4677,Services (except wholesale of waste and scrap),39929,10.8,7
SK,2004,C,Manufacturing,200458,54,8
SK,2004,E,"Water supply, sewerage, waste management",108076,29.1,9
SK,2004,E,"Water supply, sewerage, waste management",79383,21.4,1
SK,2004,B,Mining and quarrying,646,0.2,2
SK,2004,EP_HH,Households,5830,1.6,3
SK,2004,A,"Agriculture, forestry and fishing",5555,1.5,4
SK,2004,D,"Electricity, gas, steam and air conditioning supply",4604,1.2,5
SK,2004,G-U_X_G4677,Services (except wholesale of waste and scrap),35465,9.6,6
SK,2004,F,Construction,34081,9.2,7
SK,2004,C,Manufacturing,202982,54.8,8
SK,2004,G4677,Wholesale of waste and scrap,1677,0.5,9
SK,2004,A,"Agriculture, forestry and fishing",9270,2.2,1
SK,2004,G-U_X_G4677,Services (except wholesale of waste and scrap),79943,19.2,2
SK,2004,EP_HH,Households,5427,1.3,3
SK,2004,D,"Electricity, gas, steam and air conditioning supply",5357,1.3,4
SK,2004,G4677,Wholesale of waste and scrap,5310,1.3,5
SK,2004,F,Construction,45710,11,6
SK,2004,E,"Water supply, sewerage, waste management",45354,10.9,7
SK,2004,B,Mining and quarrying,383,0.1,8
SK,2004,C,Manufacturing,218725,52.6,9
SK,2004,D,"Electricity, gas, steam and air conditioning supply",9871,2,1
SK,2004,G-U_X_G4677,Services (except wholesale of waste and scrap),90859,18.8,2
SK,2004,B,Mining and quarrying,567,0.1,3
SK,2004,EP_HH,Households,5452,1.1,4
SK,2004,F,Construction,5413,1.1,5
SK,2004,A,"Agriculture, forestry and fishing",42201,8.7,6
SK,2004,C,Manufacturing,326439,67.6,7
SK,2004,G4677,Wholesale of waste and scrap,1829,0.4,8
SK,2004,G4677,Wholesale of waste and scrap,727,0.2,1
SK,2004,B,Mining and quarrying,41114,8.6,2
SK,2004,EP_HH,Households,3467,0.7,3
SK,2004,D,"Electricity, gas, steam and air conditioning supply",26985,5.6,4
SK,2004,A,"Agriculture, forestry and fishing",25949,5.4,5
SK,2004,C,Manufacturing,239925,50,6
SK,2004,G-U_X_G4677,Services (except wholesale of waste and scrap),130154,27.1,7
SK,2004,F,Construction,11149,2.3,8
SK,2004,D,"Electricity, gas, steam and air conditioning supply",9380,2.5,1
SK,2004,F,Construction,8800,2.3,2
SK,2004,G-U_X_G4677,Services (except wholesale of waste and scrap),61480,16.2,3
SK,2004,G4677,Wholesale of waste and scrap,40,0,4
SK,2004,C,Manufacturing,271640,71.4,5
SK,2004,EP_HH,Households,2534,0.7,6
SK,2004,A,"Agriculture, forestry and fishing",13790,3.6,7
SK,2004,B,Mining and quarrying,12560,3.3,8
